1/1/2004 0:00:00,"басикеиос"
1/1/2004 0:00:00,"басикгс"
1/1/2004 0:00:00,"басы"
1/1/2004 0:00:00,"басикийг"
1/6/2004 0:00:00,"хеожамгс"
1/6/2004 0:00:00,"жамгс"
1/6/2004 0:00:00,"жытиос"
1/6/2004 0:00:00,"оуяамиа"
1/6/2004 0:00:00,"жытеимг"
1/6/2004 0:00:00,"ацапгтос"
1/6/2004 0:00:00,"иоядамгс"
1/7/2004 0:00:00,"иыаммгс"
1/7/2004 0:00:00,"циаммгс"
1/7/2004 0:00:00,"циамма"
1/7/2004 0:00:00,"иыамма"
1/7/2004 0:00:00,"пяодяолос"
1/8/2004 0:00:00,"долгмийг"
1/9/2004 0:00:00,"стяатос"
1/9/2004 0:00:00,"еустяатиос"
1/11/2004 0:00:00,"хеодосгс"
1/11/2004 0:00:00,"хеодосиос"
1/11/2004 0:00:00,"хеодосиа"
1/11/2004 0:00:00,"ацапиос"
1/12/2004 0:00:00,"татиамг"
1/17/2004 0:00:00,"амтымиос"
1/17/2004 0:00:00,"амтымиа"
1/17/2004 0:00:00,"амтымгс"
1/18/2004 0:00:00,"мамсу"
1/18/2004 0:00:00,"ахамасиос"
1/18/2004 0:00:00,"ахамасиа"
1/18/2004 0:00:00,"йуяиккос"
1/20/2004 0:00:00,"еухулиос"
1/20/2004 0:00:00,"еухулиа"
1/21/2004 0:00:00,"ланилос"
1/21/2004 0:00:00,"ацмг"
1/21/2004 0:00:00,"меожутос"
1/21/2004 0:00:00,"тасос"
1/22/2004 0:00:00,"амастасиос"
1/22/2004 0:00:00,"тилохеос"
1/24/2004 0:00:00,"немг"
1/25/2004 0:00:00,"цягцояиос"
1/25/2004 0:00:00,"цягцояиа"
1/26/2004 0:00:00,"неможым"
1/27/2004 0:00:00,"вяусостолос"
1/27/2004 0:00:00,"вяусостолиа"
1/28/2004 0:00:00,"паккадиос"
1/31/2004 0:00:00,"еудониа"
2/1/2004 0:00:00,"тяужым"
2/3/2004 0:00:00,"сулеым"
2/4/2004 0:00:00,"исидыяос"
2/4/2004 0:00:00,"исидыяа"
2/5/2004 0:00:00,"ацахг"
2/7/2004 0:00:00,"паяхема"
2/7/2004 0:00:00,"паяхемиос"
2/9/2004 0:00:00,"мийгжояос"
2/10/2004 0:00:00,"ваяакалпос"
2/10/2004 0:00:00,"ваяакалпиа"
2/10/2004 0:00:00,"Mпалпгс"
2/10/2004 0:00:00,"ваяа"
2/10/2004 0:00:00,"ваяоука"
2/10/2004 0:00:00,"ваягс"
2/10/2004 0:00:00,"ваяийкеиа"
2/10/2004 0:00:00,"фгмым"
2/11/2004 0:00:00,"бкасиос"
2/12/2004 0:00:00,"лекетгс"
2/12/2004 0:00:00,"лекетиос"
2/14/2004 0:00:00,"бакемтимос"
2/14/2004 0:00:00,"бакемтимг"
2/14/2004 0:00:00,"бакемтима"
2/15/2004 0:00:00,"еусебиос"
2/19/2004 0:00:00,"жикохег"
2/19/2004 0:00:00,"еуцемиос"
2/19/2004 0:00:00,"еуцемиа"
2/20/2004 0:00:00,"тилохеос"
2/23/2004 0:00:00,"покуйаяпос"
2/26/2004 0:00:00,"пояжуяиос"
2/27/2004 0:00:00,"пяойопиос"
2/27/2004 0:00:00,"пяойопгс"
3/1/2004 0:00:00,"еудойиа"
3/1/2004 0:00:00,"лаяйеккос"
3/1/2004 0:00:00,"лаяйекка"
3/2/2004 0:00:00,"еухакеиа"
3/2/2004 0:00:00,"хаккеиа"
3/9/2004 0:00:00,"слаяацда"
3/16/2004 0:00:00,"вяистодоукос"
3/17/2004 0:00:00,"акениос"
3/17/2004 0:00:00,"акениа"
3/19/2004 0:00:00,"вяусамхос"
3/19/2004 0:00:00,"вяусамхг"
3/23/2004 0:00:00,"хеодыяос"
3/23/2004 0:00:00,"хеодыяа"
3/23/2004 0:00:00,"ходыяа"
3/23/2004 0:00:00,"ходыягс"
3/25/2004 0:00:00,"еуаццекос"
3/25/2004 0:00:00,"еуаццекиа"
4/2/2004 0:00:00,"титос"
4/6/2004 0:00:00,"еутувиос"
4/6/2004 0:00:00,"еутувиа"
4/9/2004 0:00:00,"яажагк"
4/9/2004 0:00:00,"яажаека"
4/10/2004 0:00:00,"дглос"
4/10/2004 0:00:00,"ликтиадгс"
4/10/2004 0:00:00,"сожойкгс"
4/10/2004 0:00:00,"пеяийкгс"
4/10/2004 0:00:00,"гяайкгс"
4/23/2004 0:00:00,"цыцы"
4/23/2004 0:00:00,"циыяцос"
4/23/2004 0:00:00,"цеыяциа"
4/23/2004 0:00:00,"цеыяциос"
4/15/2004 0:00:00,"кеымидас"
4/24/2004 0:00:00,"екиссабет"
4/24/2004 0:00:00,"еккг"
4/24/2004 0:00:00,"авиккеас"
4/27/2004 0:00:00,"кафаяос"
4/28/2004 0:00:00,"ба'и'ос"
4/28/2004 0:00:00,"ба'и'а"
4/29/2004 0:00:00,"иасым"
4/30/2004 0:00:00,"иайыбос"
5/3/2004 0:00:00,"тилохеос"
5/3/2004 0:00:00,"иеяелиас"
5/3/2004 0:00:00,"айайиос"
5/3/2004 0:00:00,"айайиа"
5/3/2004 0:00:00,"ицматиос"
5/4/2004 0:00:00,"пекациа"
5/5/2004 0:00:00,"еяг"
5/5/2004 0:00:00,"еиягмг"
5/7/2004 0:00:00,"лаяйос"
5/8/2004 0:00:00,"хеокоцос"
5/8/2004 0:00:00,"хеокоциа"
5/9/2004 0:00:00,"вяистожояос"
5/9/2004 0:00:00,"гса'и'ас"
5/10/2004 0:00:00,"фыг"
5/10/2004 0:00:00,"пгцг"
5/11/2004 0:00:00,"аяцуягс"
5/11/2004 0:00:00,"аяцуяы"
5/13/2004 0:00:00,"цкуйеяиа"
5/13/2004 0:00:00,"стеяциос"
5/17/2004 0:00:00,"амдяомийос"
5/17/2004 0:00:00,"амдяомийг"
5/20/2004 0:00:00,"кудиа"
5/21/2004 0:00:00,"йымстамтима"
5/21/2004 0:00:00,"йымстамтимос"
5/21/2004 0:00:00,"йыстас"
5/21/2004 0:00:00,"мтимос"
5/21/2004 0:00:00,"екемг"
5/21/2004 0:00:00,"мтима"
5/24/2004 0:00:00,"мийгтас"
5/24/2004 0:00:00,"сулеым"
5/29/2004 0:00:00,"хеодысиа"
5/29/2004 0:00:00,"хеодысгс"
6/2/2004 0:00:00,"мийгжояос"
6/4/2004 0:00:00,"лаяха"
6/5/2004 0:00:00,"дыяохеос"
6/5/2004 0:00:00,"дыяохеа"
6/8/2004 0:00:00,"йаккиопг"
6/11/2004 0:00:00,"баяхоколаиос"
6/15/2004 0:00:00,"ауцоустимос"
6/15/2004 0:00:00,"иеяымулос"
6/22/2004 0:00:00,"еусебиос"
6/29/2004 0:00:00,"петяос"
6/29/2004 0:00:00,"паукос"
6/29/2004 0:00:00,"паукима"
6/30/2004 0:00:00,"апостокос"
6/30/2004 0:00:00,"апостокгс"
6/30/2004 0:00:00,"апостокиа"
7/1/2004 0:00:00,"йослас"
7/1/2004 0:00:00,"далиамос"
7/1/2004 0:00:00,"аяцуягс"
7/1/2004 0:00:00,"аяцуяы"
7/1/2004 0:00:00,"аяцуяиос"
7/7/2004 0:00:00,"йуяиайос"
7/7/2004 0:00:00,"йуяиайг"
7/8/2004 0:00:00,"хеожикос"
7/8/2004 0:00:00,"пяойопиос"
7/11/2004 0:00:00,"окца"
7/11/2004 0:00:00,"еухулиа"
7/11/2004 0:00:00,"еухулиос"
7/12/2004 0:00:00,"беяомийг"
7/14/2004 0:00:00,"мийодглос"
7/17/2004 0:00:00,"лаяима"
7/17/2004 0:00:00,"лаяимос"
7/18/2004 0:00:00,"аилгкиамос"
7/18/2004 0:00:00,"аилгкиамг"
7/20/2004 0:00:00,"гкиас"
7/20/2004 0:00:00,"гкиы"
7/22/2004 0:00:00,"лацдакгмг"
7/22/2004 0:00:00,"лаяйекка"
7/24/2004 0:00:00,"вяистимг"
7/26/2004 0:00:00,"паяасйеуг"
7/26/2004 0:00:00,"паяасйеуас"
7/27/2004 0:00:00,"памтекеглым"
7/27/2004 0:00:00,"памтекгс"
